Customer No.,Exposure at Default,Recovery,Probability of Default,Recovered Money
5098,8.24,15.59,0.0073,1.284616
5099,11.73,9.08,0.0064,1.065084
5100,7.43,11.89,0.0051,0.883427
5101,1.8,39.93,0.0053,0.71874
5102,0.23,18.68,0.0066,0.042964
5103,9.87,15.67,0.0083,1.546629
5104,4.24,37.11,0.0065,1.573464
5105,22.24,18.63,0.0053,4.143312
5106,24,25.52,0.0023,6.1248
5107,11.78,11.83,0.0013,1.393574
5108,0.56,18.66,0.0066,0.104496
5109,3.05,38.21,0.0028,1.165405
5110,1.05,32.11,0.004,0.337155
5111,19.64,23.42,0.0075,4.599688
5112,5.84,19.62,0.0092,1.145808
5113,11.69,27.96,0.0087,3.268524
5114,20.02,34.73,0.0005,6.952946
5115,15.76,17.1,0.0036,2.69496
5116,11.22,21.94,0.0078,2.461668
5117,8.02,13.6,0.0052,1.09072
5118,3.15,37.75,0.0016,1.189125
5119,21.27,21.14,0.0023,4.496478
5120,23.08,3.01,0.0024,0.694708
5121,17.1,31.69,0.0098,5.41899
5122,16.95,17.57,0.0092,2.978115
5123,19.31,2.5,0.0024,0.48275
5124,5.65,38.62,0.0065,2.18203
5125,3.61,8.02,0.0045,0.289522
5126,2.17,15.32,0.0069,0.332444
5127,24.85,20.47,0.0011,5.086795
5128,4.43,29.02,0.0077,1.285586
5129,4.65,31.1,0.008,1.44615
5130,18.73,16.78,0.0054,3.142894
5131,17.42,37.01,0.0022,6.447142
5132,23.55,24.94,0.0002,5.87337
5133,22.24,11.79,0.0022,2.622096
5134,17.32,30.36,0.0016,5.258352
5135,9.45,3.8,0.0035,0.3591
5136,3.37,13.74,0.0007,0.463038
5137,3.64,3.09,0.0067,0.112476
5138,5.93,11.81,0.0088,0.700333
5139,20.83,17.95,0.0095,3.738985
5140,7.93,16.88,0.0092,1.338584
5141,14.55,36.89,0.0022,5.367495
5142,11.14,35.91,0.0088,4.000374
5143,4.97,18.5,0.004,0.91945
5144,19.19,6.04,0.0034,1.159076
5145,3.15,6.56,0.0096,0.20664
5146,24.43,21.47,0.0014,5.245121
5147,13.99,35.76,0.0056,5.002824
5148,7.99,14.74,0.0018,1.177726
5149,20.86,24.15,0.0049,5.03769
5150,10.39,3.78,0.0005,0.392742
5151,2.77,31.84,0.01,0.881968
5152,11.38,17.27,0.0026,1.965326
5153,22.79,12.62,0.0014,2.876098
5154,22.15,24.78,0.0079,5.48877
5155,21.85,5,0.0089,1.0925
5156,0.54,6.17,0.0092,0.033318
5157,19.33,8.31,0.004,1.606323
5158,13.68,9.1,0.0097,1.24488
5159,20.48,16.82,0.0022,3.444736
5160,17.83,26.16,0.0032,4.664328
5161,12.84,24.07,0.0048,3.090588
5162,21.17,27.29,0.0037,5.777293
5163,23.74,1.38,0.0024,0.327612
5164,18.9,0.55,0.0025,0.10395
5165,14.86,26.57,0.0002,3.948302
5166,4.56,37.58,0.0034,1.713648
5167,10.82,19.09,0.0073,2.065538
5168,5.12,13.09,0.0094,0.670208
5169,11.97,30.62,0.0068,3.665214
5170,10.95,0.38,0.0018,0.04161
5171,11.1,2.83,0.0085,0.31413
5172,0.43,29.1,0.002,0.12513
5173,10.43,4.26,0.0046,0.444318
5174,21.04,39.67,0.0087,8.346568
5175,18.03,38.58,0.0086,6.955974
5176,0.08,36.76,0.0045,0.029408
5177,20.91,2.14,0.0016,0.447474
5178,16.63,2.96,0.0091,0.492248
5179,1.54,9.56,0.002,0.147224
5180,5.23,0.25,0.0053,0.013075
5181,11.08,1.3,0.0011,0.14404
5182,8.44,37.77,0.0069,3.187788
5183,15.72,33.24,0.0048,5.225328
5184,4.63,15.41,0.006,0.713483
5185,0.81,29.67,0.0032,0.240327
5186,18.82,8.57,0.0073,1.612874
5187,19.79,16.33,0.0003,3.231707
5188,21.72,14.04,0.0066,3.049488
5189,16.25,28.53,0.0023,4.636125
5190,8.64,29,0.0011,2.5056
5191,10.87,29.53,0.0084,3.209911
5192,16.24,28.16,0.0049,4.573184
5193,9.33,32.14,0.0031,2.998662
5194,15.47,24.68,0.0023,3.817996
5195,22.88,1.71,0.0014,0.391248
5196,13.79,0.34,0.0037,0.046886
5197,9.48,18.5,0.0055,1.7538
5198,15.28,8.23,0.0093,1.257544
5199,3.06,36.64,0,1.121184
5200,4.37,23.65,0.0033,1.033505
5201,10.67,17.61,0.0088,1.878987
5202,19.24,22.83,0.0067,4.392492
5203,9.02,35.5,0.0013,3.2021
5204,14.41,26.99,0.0057,3.889259
5205,16.16,36.45,0.0007,5.89032
5206,5.33,21.39,0.0013,1.140087
5207,8.47,8.02,0.0022,0.679294
5208,17.07,2.46,0.009,0.419922
5209,18.7,29.61,0.0068,5.53707
5210,3.78,35.58,0,1.344924
5211,20.24,15.2,0.0075,3.07648
5212,22.21,38.7,0.0002,8.59527
5213,9.31,24.69,0.0045,2.298639
5214,8.86,25.44,0.0003,2.253984
5215,1.96,24.46,0.0038,0.479416
5216,4.79,36.29,0.0005,1.738291
5217,15.71,34.57,0.0033,5.430947
5218,1.58,35.24,0.003,0.556792
5219,8.63,15.38,0.0046,1.327294
5220,6.39,26.63,0.0064,1.701657
5221,3.05,32.31,0.0014,0.985455
5222,3.44,24.6,0.0039,0.84624
5223,6.53,19.49,0.0058,1.272697
5224,4.96,30.55,0.0034,1.51528
5225,6.21,23.89,0.0087,1.483569
5226,1.58,24.11,0.0031,0.380938
5227,11.15,17.48,0.0061,1.94902
5228,7.64,15.25,0.0073,1.1651
5229,24.61,9.29,0.0097,2.286269
5230,4.92,11.08,0.005,0.545136
5231,8.3,9.57,0.0074,0.79431
5232,10.46,8.41,0.0027,0.879686
5233,15.25,7.95,0.0042,1.212375
5234,1.66,3.31,0,0.054946
5235,7.45,4.07,0.0054,0.303215
5236,10.56,19.11,0.0028,2.018016
5237,14.94,6,0.0031,0.8964
5238,21.64,6.7,0.0037,1.44988
5239,7.59,27.17,0.0078,2.062203
5240,10.85,12.12,0.0011,1.31502
5241,9.09,4.81,0.0051,0.437229
5242,0.68,34.77,0.0009,0.236436
5243,6.83,9.68,0.0019,0.661144
5244,2.14,14.86,0.0003,0.318004
5245,18.34,1.06,0.0027,0.194404
5246,11.33,4.13,0.0081,0.467929
5247,21.6,29.31,0.0022,6.33096
5248,3.97,5.33,0.0001,0.211601
5249,7.53,8.29,0.0025,0.624237
5250,13.94,35.19,0.0074,4.905486
5251,7.71,10.09,0.0027,0.777939
5252,13.97,24.36,0.0008,3.403092
5253,10.67,8.85,0.0075,0.944295
5254,21.57,25.26,0.0072,5.448582
5255,3.23,23.84,0.0057,0.770032
5256,20.79,36.15,0.004,7.515585
5257,23.44,16.16,0.0068,3.787904
5258,2.75,24.81,0.0004,0.682275
5259,14.98,0.45,0.007,0.06741
5260,23.56,37.44,0.0087,8.820864
5261,18.5,30.73,0.0002,5.68505
5262,20.06,22.8,0.0062,4.57368
5263,7.24,6.86,0.0034,0.496664
5264,7.78,24.6,0.0013,1.91388
5265,22.09,12.7,0.0065,2.80543
5266,21.02,12.44,0.0021,2.614888
5267,24.08,13.97,0.0026,3.363976
5268,22.12,20,0.0034,4.424
5269,21.12,11.28,0.0047,2.382336
5270,0.68,22.96,0.0044,0.156128
5271,13.85,10.12,0.0075,1.40162
5272,9.02,8.17,0.0014,0.736934
5273,19.75,0.99,0.0081,0.195525
5274,3.88,32.74,0.0056,1.270312
5275,0.26,4.01,0.001,0.010426
5276,18.99,6.92,0.0018,1.314108
5277,15.5,38.04,0.003,5.8962
5278,14.17,2.46,0.0003,0.348582
5279,6.07,37.5,0.0077,2.27625
5280,22.08,14.67,0.0003,3.239136
5281,8.4,16.61,0.0089,1.39524
5282,14.6,34.01,0.0001,4.96546
5283,1.48,24.58,0.0047,0.363784
5284,5.49,35.32,0.0008,1.939068
5285,17.3,16.63,0.0043,2.87699
5286,1.17,10.32,0.0093,0.120744
5287,5.29,9.54,0.0007,0.504666
5288,13.81,6.87,0.0001,0.948747
5289,14.77,18.33,0.0074,2.707341
5290,2.43,6.28,0.0084,0.152604
5291,14.62,22.27,0.003,3.255874
5292,19.87,2.31,0.0018,0.458997
5293,16.09,11.04,0.0087,1.776336
5294,7.03,4.79,0.001,0.336737
5295,2.62,6.89,0.0061,0.180518
5296,6.35,9.99,0.0008,0.634365
5297,5.28,14.59,0.006,0.770352
5298,19.73,8.25,0.0051,1.627725
5299,17.64,39.16,0.0091,6.907824
5300,7.39,5.81,0.0001,0.429359
5301,24.79,15.88,0.0046,3.936652
5302,4.35,30.81,0.0046,1.340235
5303,15.14,4.08,0.0041,0.617712
5304,11.36,9.73,0.0008,1.105328
5305,14.14,10.52,0.0035,1.487528
5306,9.62,13.28,0.0023,1.277536
5307,18.07,1.52,0.0047,0.274664
5308,17.4,25.76,0.0091,4.48224
5309,12.42,12.69,0.0041,1.576098
5310,9.61,37.49,0.0023,3.602789
5311,9.11,20.89,0.0065,1.903079
5312,7.97,39.04,0.0021,3.111488
5313,17.94,31.31,0.0053,5.617014
5314,2.4,7.61,0.0009,0.18264
5315,7.93,15.48,0.0033,1.227564
5316,2.21,9.61,0.0021,0.212381
5317,14.8,9.86,0.0092,1.45928
5318,16.79,9.21,0,1.546359
5319,16.88,9.48,0.0053,1.600224
5320,10.62,34.12,0.0051,3.623544
5321,7.22,13.93,0.0084,1.005746
5322,13.45,5.54,0.0081,0.74513
5323,18.01,28.37,0.0094,5.109437
5324,9.4,9.61,0.0094,0.90334
5325,19.06,30.22,0.0032,5.759932
5326,17.55,39.76,0.0095,6.97788
5327,5.44,2.53,0.0076,0.137632
5328,1.23,20.62,0.0095,0.253626
5329,7.58,29.13,0.0046,2.208054
5330,2.18,18.2,0.0024,0.39676
5331,14.52,1.09,0.0098,0.158268
5332,22.15,11.21,0.0016,2.483015
5333,18.03,22.07,0.0047,3.979221
5334,7.97,19.05,0.0062,1.518285
5335,9.64,30.79,0.0093,2.968156
5336,7.29,18.48,0.0058,1.347192
5337,8.83,20.07,0.0041,1.772181
5338,20.86,19.98,0.0059,4.167828
5339,24.08,5.26,0.0013,1.266608
5340,17.21,8.59,0.0079,1.478339
5341,9.12,17.74,0.0071,1.617888
5342,19.19,13.98,0.0018,2.682762
5343,20.54,15.26,0.0052,3.134404
5344,5.39,35.9,0.0079,1.93501
5345,4.24,5.03,0.0075,0.213272
5346,22.36,1.59,0.0041,0.355524
5347,0.58,3.49,0.0054,0.020242
5348,17.23,28.24,0.0011,4.865752
5349,2.05,0.1,0.0055,0.00205
5350,4.82,2.39,0.0063,0.115198
5351,21.3,4.5,0.0019,0.9585
5352,4.52,12.37,0.0092,0.559124
5353,22.5,35.43,0.0086,7.97175
5354,4.64,33.4,0.001,1.54976
5355,9.87,30.09,0.0013,2.969883
5356,20.54,18.64,0.0077,3.828656
5357,5.09,2.34,0.0001,0.119106
5358,17.9,38.64,0.0088,6.91656
5359,16.88,13.78,0.0062,2.326064
5360,8.92,13.01,0.0049,1.160492
5361,4.1,2.16,0.0064,0.08856
5362,12.86,12.25,0.0084,1.57535
5363,13.5,6.7,0.0018,0.9045
5364,12.48,32.95,0.0025,4.11216
5365,18.05,4.1,0.0066,0.74005
5366,6.04,3.29,0.0033,0.198716
5367,12.87,15.95,0.0003,2.052765
5368,2.09,4.41,0.0026,0.092169
5369,22.89,18.78,0.0078,4.298742
5370,16.28,2.03,0.0024,0.330484
5371,14,33.99,0.004,4.7586
5372,4.97,17.36,0.0022,0.862792
5373,10.53,7.89,0.0007,0.830817
5374,1.26,6.02,0.0049,0.075852
5375,11.11,0.14,0.0032,0.015554
5376,4.19,3.79,0.0037,0.158801
5377,1.89,29.18,0.0075,0.551502
5378,18.77,11.29,0.0012,2.119133
5379,9.05,16.57,0.0078,1.499585
5380,19.47,20.01,0.002,3.895947
5381,21.37,16.35,0.0031,3.493995
5382,6.32,39.98,0.0055,2.526736
5383,13.94,2.85,0.0036,0.39729
5384,22.39,23.52,0.0078,5.266128
5385,23.56,9.17,0.0038,2.160452
5386,21.24,24.15,0.0041,5.12946
5387,2.15,4.16,0.0059,0.08944
5388,22.48,35.33,0.0016,7.942184
5389,14.59,33.98,0.0083,4.957682
5390,4.38,20.05,0.0033,0.87819
5391,23.65,23.74,0.0066,5.61451
5392,3.48,36.97,0.0019,1.286556
5393,12.62,11.72,0.009,1.479064
5394,9.18,4.39,0.0074,0.403002
5395,24.53,7.27,0.0084,1.783331
5396,24.46,4.82,0.0004,1.178972
5397,2.08,5.26,0.0047,0.109408
5398,6.42,20.07,0.0057,1.288494
5399,21.27,35.75,0.0081,7.604025
5400,11.5,23.6,0.0087,2.714
5401,19.37,22.1,0.0024,4.28077
5402,6,14.43,0.0018,0.8658
5403,4.55,15.95,0.0096,0.725725
5404,9.47,4.71,0.0049,0.446037
5405,23.11,17.78,0.0085,4.108958
5406,21.03,1.02,0.0037,0.214506
5407,24.53,4.24,0.0032,1.040072
5408,9.11,5.3,0.0027,0.48283
5409,16.95,24.4,0.0006,4.1358
5410,16.54,33.13,0.0094,5.479702
5411,0.94,35.83,0.0048,0.336802
5412,2.29,6.03,0.0046,0.138087
5413,3.58,36.18,0.0071,1.295244
5414,8.25,12.18,0.0043,1.00485
5415,0.72,15.46,0.0056,0.111312
5416,10.28,12.67,0.0068,1.302476
5417,17.33,37.44,0.0017,6.488352
5418,2.35,5.02,0.0013,0.11797
5419,11.83,10.51,0.0088,1.243333
5420,23.03,4.51,0.0001,1.038653
5421,13.45,31.75,0.0058,4.270375
5422,20.84,27.57,0.0084,5.745588
5423,11.1,0.09,0.0098,0.00999
5424,8.33,24.35,0.0096,2.028355
5425,0.19,24.8,0.0057,0.04712
5426,13.06,16.27,0.0008,2.124862
5427,14.91,20.28,0.0004,3.023748
5428,22.3,16.01,0.0029,3.57023
5429,21.5,28.88,0.0095,6.2092
5430,9.34,28.97,0.0099,2.705798
5431,0.15,31.33,0.0041,0.046995
5432,7.58,8.82,0.0075,0.668556
5433,10.87,31.86,0.0082,3.463182
5434,17.23,37.09,0.0095,6.390607
5435,6.03,29.98,0.0071,1.807794
5436,16.08,20.7,0.0092,3.32856
5437,1.28,11.39,0.0012,0.145792
5438,14.67,25.73,0.0067,3.774591
5439,18.24,12.26,0.0096,2.236224
5440,24,35.08,0,8.4192
5441,2.71,35.37,0.0005,0.958527
5442,11.86,39.91,0.0054,4.733326
5443,13.42,33.55,0.0038,4.50241
5444,8.78,17.69,0.0079,1.553182
5445,2.05,3.45,0.0008,0.070725
5446,23.76,20.71,0.0062,4.920696
5447,20.96,17.59,0.0028,3.686864
5448,3.86,7.42,0.0084,0.286412
5449,13.33,37.79,0.0033,5.037407
5450,23.22,13.94,0.01,3.236868
5451,9.92,4.66,0.0041,0.462272
5452,17.4,19.8,0.0031,3.4452
5453,4.89,9.46,0.0065,0.462594
5454,7.3,29.24,0.0059,2.13452
5455,12.28,37.64,0.0087,4.622192
5456,13.44,18.65,0.0019,2.50656
5457,3.17,5.66,0.0094,0.179422
5458,21.47,5.12,0.0095,1.099264
5459,6.85,8.93,0.0025,0.611705
5460,0.67,28.91,0.0017,0.193697
5461,21.59,14.14,0.0036,3.052826
5462,22.37,15.97,0.001,3.572489
5463,9.27,38.94,0.0058,3.609738
5464,22.91,27.32,0.002,6.259012
5465,10.78,23.02,0.0015,2.481556
5466,13.78,30.5,0.0015,4.2029
5467,3.93,30.09,0.0089,1.182537
5468,18.65,22.7,0.0069,4.23355
5469,8.23,28.91,0.0097,2.379293
5470,20.17,16.95,0.0067,3.418815
5471,6.72,28.4,0.0022,1.90848
5472,19.56,11.52,0.0061,2.253312
5473,8.88,26.47,0.0022,2.350536
5474,20.13,12.91,0.0025,2.598783
5475,19.46,15.2,0.0084,2.95792
5476,24.82,7.79,0.0081,1.933478
5477,20.77,26.54,0.0045,5.512358
5478,18.3,30.08,0.0023,5.50464
5479,8.02,22.11,0.0009,1.773222
5480,2.1,34.97,0.0091,0.73437
5481,1.08,24.02,0.0036,0.259416
5482,18.59,5.02,0.0092,0.933218
5483,18.36,0.39,0.0047,0.071604
5484,10.73,20.24,0.0032,2.171752
5485,15.05,35.73,0.0067,5.377365
5486,8.2,18.79,0.001,1.54078
5487,9.89,20,0.0051,1.978
5488,4.83,24.55,0.0079,1.185765
5489,18.7,2.84,0.0043,0.53108
5490,8.97,28.84,0.0096,2.586948
5491,5.65,38.18,0.0065,2.15717
5492,16.8,35.33,0.0092,5.93544
5493,18.76,31.86,0.0068,5.976936
5494,12.82,36.55,0.0087,4.68571
5495,10.93,21.25,0,2.322625
5496,14.85,23.75,0.0003,3.526875
5497,0.15,24.04,0.0005,0.03606
5498,23.01,18.66,0.0058,4.293666
5499,18.94,5.48,0.0065,1.037912
5500,5.82,19.72,0.0012,1.147704
5501,12.78,22.53,0.0009,2.879334
5502,5.81,3.12,0.0004,0.181272
5503,8.54,32.26,0.0061,2.755004
5504,12.81,2.49,0.0016,0.318969
5505,14.67,30.51,0.0092,4.475817
5506,8.99,33.98,0.0049,3.054802
5507,12,23.59,0.0091,2.8308
5508,6.77,34.89,0.0083,2.362053
5509,14.19,19.62,0,2.784078
5510,7.45,17.28,0.0021,1.28736
5511,8.02,39.8,0.0049,3.19196
5512,10.33,35.12,0.0017,3.627896
5513,4.45,25.85,0.0085,1.150325
5514,13.11,36.38,0.0084,4.769418
5515,1.14,29.85,0.001,0.34029
5516,11.03,25.61,0.0019,2.824783
5517,2.87,9.35,0.0018,0.268345
5518,5.37,3.59,0.0033,0.192783
5519,0.18,28.79,0.0046,0.051822
5520,2.23,25.46,0.0057,0.567758
5521,2.02,28.18,0.0034,0.569236
5522,7.32,6.38,0.0044,0.467016
5523,0.56,31.93,0.0079,0.178808
5524,14.67,27.25,0.0097,3.997575
5525,13.99,3.53,0.0039,0.493847
5526,9.89,12.39,0.0047,1.225371
5527,21.07,24.61,0.0077,5.185327
5528,1.99,9.52,0.0044,0.189448
5529,4.1,5.74,0.0096,0.23534
5530,2.56,31,0.0051,0.7936
5531,4.26,27.06,0.0084,1.152756
5532,11.07,5.71,0.0019,0.632097
5533,20.72,4.41,0.006,0.913752
5534,24.34,10.23,0.0015,2.489982
5535,2.64,25.17,0.0017,0.664488
5536,6.12,38.76,0.003,2.372112
5537,24.77,20.28,0.0012,5.023356
5538,16.87,13.78,0.0036,2.324686
5539,17.71,32.54,0.0072,5.762834
5540,3.27,34.77,0.0061,1.136979
5541,9.44,3.11,0.0005,0.293584
5542,15.13,39.99,0.0006,6.050487
5543,6.05,15.78,0.0066,0.95469
5544,0.73,16.19,0.0026,0.118187
5545,16.11,27.73,0.0047,4.467303
5546,18.11,12.28,0.0084,2.223908
5547,19.78,38.48,0.0014,7.611344
5548,19.29,34.07,0.0084,6.572103
5549,7.69,30.34,0.0058,2.333146
5550,3.85,20.21,0.0081,0.778085
5551,8.52,20.53,0.0046,1.749156
5552,21.72,26.04,0.0081,5.655888
5553,18.22,35.71,0.0094,6.506362
5554,4.07,33.58,0.0088,1.366706
5555,13.44,15.87,0.0038,2.132928
5556,21.17,39.96,0.0034,8.459532
5557,12.01,24.87,0.0069,2.986887
5558,17.38,9.42,0.0045,1.637196
5559,1.19,35.81,0.0082,0.426139
5560,11.06,27.35,0.0004,3.02491
5561,15.6,27.45,0.0082,4.2822
5562,20.5,6.08,0.007,1.2464
5563,6.69,6.72,0.0065,0.449568
5564,4.21,10.68,0.0067,0.449628
5565,21.56,31.89,0.0068,6.875484
5566,8.3,16.44,0.0049,1.36452
5567,1.42,18.19,0.0077,0.258298
5568,17.86,31.03,0.0069,5.541958
5569,20.31,34.74,0.0072,7.055694
5570,5.29,3.53,0.0015,0.186737
5571,3.33,31.48,0.0061,1.048284
5572,10.1,29.25,0.0049,2.95425
5573,15.09,9.37,0.006,1.413933
5574,5.36,26.77,0.0089,1.434872
5575,18.81,12.37,0.0033,2.326797
5576,13.05,7.96,0.0084,1.03878
5577,16.34,14.02,0.0086,2.290868
5578,22.46,20.38,0.0007,4.577348
5579,20.63,11.46,0.0014,2.364198
5580,23.97,15.28,0.0019,3.662616
5581,6.19,19.84,0.0043,1.228096
5582,10.14,36.63,0.0088,3.714282
5583,22.33,6.09,0.0098,1.359897
5584,10.59,2.31,0.0013,0.244629
5585,24.81,0.48,0.0078,0.119088
5586,15.94,7.66,0.0028,1.221004
5587,17.73,11.76,0.0023,2.085048
5588,19.79,11.46,0.0079,2.267934
5589,23.53,11.34,0.0079,2.668302
5590,21.47,28.1,0.0069,6.03307
5591,22.15,3.39,0.0017,0.750885
5592,8.26,19.19,0.0064,1.585094
5593,24.94,19.38,0.0016,4.833372
5594,15.95,21.45,0.0062,3.421275
5595,10.6,29.58,0.0029,3.13548
5596,20.35,4.15,0.0011,0.844525
5597,15.29,39.51,0.0075,6.041079
5598,6.13,34.88,0.0013,2.138144
5599,17.71,28.71,0.0029,5.084541
5600,18.41,15.62,0.008,2.875642
5601,20.3,24.12,0.0073,4.89636
5602,17.48,18.83,0.0051,3.291484
5603,1.24,7.38,0.0062,0.091512
5604,7.58,31.71,0.0093,2.403618
5605,10.72,27.3,0.0007,2.92656
5606,12.7,19.12,0.0091,2.42824
5607,2.7,39.07,0.0084,1.05489
5608,15.62,39.44,0.0007,6.160528
5609,1.77,25.51,0.0021,0.451527
5610,17.73,17.46,0.0062,3.095658
5611,22.21,32.37,0.0099,7.189377
5612,0.33,2.89,0.0023,0.009537
5613,22.2,18.37,0.0017,4.07814
5614,3.59,3.32,0.0029,0.119188
5615,8.48,28.39,0.0052,2.407472
5616,5.38,16.81,0.0064,0.904378
5617,14.78,13.76,0.001,2.033728
5618,7.77,12.96,0.0086,1.006992
5619,6.94,4.06,0.0025,0.281764
5620,5.4,29.52,0.0047,1.59408
5621,8.67,29.94,0.0098,2.595798
5622,20.05,37.94,0.0009,7.60697
5623,10.86,30.86,0.0049,3.351396
5624,1.04,31.93,0.0088,0.332072
5625,8.33,12.7,0.0052,1.05791
5626,22.82,3.83,0.0052,0.874006
5627,0.62,28.81,0.0013,0.178622
5628,8.19,7.15,0.0076,0.585585
5629,19.67,8.93,0.0018,1.756531
5630,21.87,16.51,0.0086,3.610737
5631,9.28,29.55,0.0006,2.74224
5632,21.95,8.66,0.0016,1.90087
5633,0.64,12.05,0.0016,0.07712
5634,24.47,27.99,0.0092,6.849153
5635,15.91,22.01,0.0061,3.501791
5636,9.21,18.26,0.0017,1.681746
5637,22.46,0.26,0.0039,0.058396
5638,6.34,33.78,0.0033,2.141652
5639,6.35,14.98,0.0091,0.95123
5640,18.59,6.37,0.0084,1.184183
5641,13.42,30.99,0.0072,4.158858
5642,6.72,26.79,0.0093,1.800288
5643,10.34,30.87,0.0037,3.191958
5644,15.52,10.92,0.0069,1.694784
5645,6.45,19.47,0.0059,1.255815
5646,16.9,6.05,0.0082,1.02245
5647,19.69,17.79,0.0022,3.502851
5648,14,22.41,0.0059,3.1374
5649,16.83,10.28,0.0064,1.730124
5650,22.98,23.2,0.0005,5.33136
5651,7.78,23.29,0.0055,1.811962
5652,15.28,25.76,0.0078,3.936128
5653,18.14,11.78,0.0096,2.136892
5654,4.34,19.96,0.0084,0.866264
5655,0.23,39.46,0.0071,0.090758
5656,24.87,8.66,0.0074,2.153742
5657,20.66,5.1,0.0061,1.05366
5658,2.2,27.63,0,0.60786
5659,7.87,24.97,0.0021,1.965139
5660,24.31,26.14,0.0086,6.354634
5661,14.26,39.76,0.0006,5.669776
5662,13.87,23.51,0.0072,3.260837
5663,10.92,11.27,0.0034,1.230684
5664,24.79,10.71,0.0068,2.655009
5665,18.19,27.24,0.0012,4.954956
5666,5.16,8.24,0.0089,0.425184
5667,18.4,1.19,0.0011,0.21896
5668,11.53,15.46,0.0026,1.782538
5669,4.3,15.06,0.0075,0.64758
5670,9.22,37.03,0.0036,3.414166
5671,15.41,9.95,0.0065,1.533295
5672,20.96,25.9,0,5.42864
5673,2.68,2.31,0.0048,0.061908
5674,24.64,15.3,0,3.76992
5675,20.56,20.25,0.004,4.1634
5676,8.45,5.94,0.0006,0.50193
5677,11.03,11.26,0.0004,1.241978
5678,17.7,1.19,0.003,0.21063
5679,20.47,0.39,0.0016,0.079833
5680,20.37,12.75,0.01,2.597175
5681,20.82,27.15,0.0042,5.65263
5682,23.36,1.98,0.0084,0.462528
5683,9.79,5.49,0.0069,0.537471
5684,0.31,21.64,0.0009,0.067084
5685,18.43,39.06,0.0062,7.198758
5686,10.97,7.34,0.0014,0.805198
5687,13.92,8.88,0.0044,1.236096
5688,2.04,0.09,0.0039,0.001836
5689,23.82,35.48,0.0003,8.451336
5690,14.41,9.64,0.0092,1.389124
5691,10.99,9.24,0.0076,1.015476
5692,0.77,20.12,0.0002,0.154924
5693,17.83,5.92,0.0082,1.055536
5694,10.22,27.71,0.0096,2.831962
5695,10.89,23.04,0.0097,2.509056
5696,6.32,30.13,0.0032,1.904216
5697,14.43,7.9,0.0096,1.13997
5698,7.71,7.85,0.0013,0.605235
5699,15.5,7.27,0.0065,1.12685
5700,4.45,10.46,0.0071,0.46547
5701,23.23,30.6,0.0034,7.10838
5702,6.07,6.58,0.0014,0.399406
5703,13.15,13.73,0.0079,1.805495
5704,20.13,31.16,0.0014,6.272508
5705,2.41,5.9,0.0058,0.14219
5706,12.88,27.88,0.0093,3.590944
5707,24.86,2.44,0.002,0.606584
5708,12.38,1.79,0.0098,0.221602
5709,18.56,28.55,0.009,5.29888
5710,4.91,17.98,0.0047,0.882818
5711,24.84,9.33,0.0069,2.317572
5712,15.73,17.24,0.006,2.711852
5713,2.15,3.95,0.0084,0.084925
5714,8.02,14.36,0.0062,1.151672
5715,2.93,39.81,0.0027,1.166433
5716,23.26,6.87,0.0074,1.597962
5717,1.69,7.08,0.0059,0.119652
5718,9.77,37.47,0.0054,3.660819
5719,10.63,4.86,0.0003,0.516618
5720,18.9,14.48,0.0098,2.73672
5721,19.01,4.18,0.0085,0.794618
5722,9.6,28.71,0.0035,2.75616
5723,9.92,17.4,0.0019,1.72608
5724,9.96,16.01,0.0078,1.594596
5725,11.78,16.24,0.0044,1.913072
5726,10.49,14.81,0.0024,1.553569
5727,8.13,30.66,0.0008,2.492658
5728,1.59,6.61,0.0036,0.105099
5729,17.93,33.23,0.009,5.958139
5730,14.71,21.23,0.0018,3.122933
5731,20.43,21.3,0.0034,4.35159
5732,11.43,27.43,0.0035,3.135249
5733,22.59,15.96,0.008,3.605364
5734,21.19,4.78,0.0042,1.012882
5735,10.84,33.95,0.0046,3.68018
5736,20.76,18.37,0.0085,3.813612
5737,15.53,16.83,0.0059,2.613699
5738,11.58,2.68,0.0043,0.310344
5739,7.45,38.99,0.0054,2.904755
5740,5.8,33.37,0.0084,1.93546
5741,10.09,17.78,0.0091,1.794002
5742,8.76,2.19,0.0022,0.191844
5743,12.7,34.92,0.0011,4.43484
5744,15.34,23.16,0.0097,3.552744
5745,7.39,33.89,0.0087,2.504471
5746,19.89,28.22,0.0035,5.612958
5747,9.99,12.44,0.0081,1.242756
5748,11.03,1.35,0.002,0.148905
5749,24.7,37.75,0.0073,9.32425
5750,6.16,34.38,0.0078,2.117808
5751,10.74,38.5,0.0016,4.1349
5752,11.16,30.3,0.0015,3.38148
5753,12.7,12.44,0.0008,1.57988
5754,3.68,31.38,0.0028,1.154784
5755,3.84,25.82,0.0034,0.991488
5756,11.43,38.62,0.0068,4.414266
5757,23.45,35.91,0.0023,8.420895
5758,5.77,14.98,0.0093,0.864346
5759,4.78,24.78,0.0032,1.184484
5760,10.87,10.82,0.0004,1.176134
5761,24.96,13.75,0.0035,3.432
5762,18.19,15.59,0.0078,2.835821
5763,24.26,11.35,0.0036,2.75351
5764,11.92,22.2,0.0028,2.64624
5765,13.87,7.18,0.0075,0.995866
5766,3.56,2.63,0.0014,0.093628
